symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
BTX,2017-01-03 00:00:00+00:00,9.0,9.06,8.64,8.64,700,18.0,18.12,17.28,17.28,350,0.0,1.0
BTX,2017-01-04 00:00:00+00:00,8.94,8.95,8.8684,8.9,1382,17.88,17.9,17.7368,17.8,691,0.0,1.0
BTX,2017-01-05 00:00:00+00:00,8.8999,9.12,8.8999,9.06,521,17.7998,18.24,17.7998,18.12,260,0.0,1.0
BTX,2017-01-06 00:00:00+00:00,9.065,9.2102,9.065,9.07,4130,18.13,18.4204,18.13,18.14,2065,0.0,1.0
BTX,2017-01-09 00:00:00+00:00,9.3799,9.93,8.639,9.22,11102,18.7598,19.86,17.278,18.44,5551,0.0,1.0
BTX,2017-01-10 00:00:00+00:00,9.54,9.58,9.13,9.58,1592,19.08,19.16,18.26,19.16,796,0.0,1.0
BTX,2017-01-11 00:00:00+00:00,9.4091,9.5954,9.4091,9.5954,2290,18.8182,19.1908,18.8182,19.1908,1145,0.0,1.0
BTX,2017-01-12 00:00:00+00:00,9.46,9.59,9.46,9.59,232,18.92,19.18,18.92,19.18,116,0.0,1.0
BTX,2017-01-13 00:00:00+00:00,9.35,9.35,9.35,9.35,771,18.7,18.7,18.7,18.7,385,0.0,1.0
BTX,2017-01-17 00:00:00+00:00,9.0716,9.3,8.8132,9.24,5878,18.1432,18.6,17.6264,18.48,2939,0.0,1.0
BTX,2017-01-18 00:00:00+00:00,8.75,8.97,8.42,8.93,750,17.5,17.94,16.84,17.86,375,0.0,1.0
BTX,2017-01-19 00:00:00+00:00,8.66,8.9318,8.62,8.62,1010,17.32,17.8636,17.24,17.24,505,0.0,1.0
BTX,2017-01-20 00:00:00+00:00,8.9501,8.99,8.75,8.8,2260,17.9002,17.98,17.5,17.6,1130,0.0,1.0
BTX,2017-01-23 00:00:00+00:00,8.9001,8.9001,8.85,8.85,742,17.8002,17.8002,17.7,17.7,371,0.0,1.0
BTX,2017-01-24 00:00:00+00:00,8.8001,8.9,8.8,8.9,1573,17.6002,17.8,17.6,17.8,786,0.0,1.0
BTX,2017-01-25 00:00:00+00:00,9.02,9.21,8.9001,8.9001,3512,18.04,18.42,17.8002,17.8002,1756,0.0,1.0
BTX,2017-01-26 00:00:00+00:00,9.16,9.42,9.16,9.2,2818,18.32,18.84,18.32,18.4,1409,0.0,1.0
BTX,2017-01-27 00:00:00+00:00,9.03,9.08,8.97,9.0511,1919,18.06,18.16,17.94,18.1022,959,0.0,1.0
BTX,2017-01-30 00:00:00+00:00,8.36,8.94,8.36,8.94,9471,16.72,17.88,16.72,17.88,4735,0.0,1.0
BTX,2017-01-31 00:00:00+00:00,7.83,8.36,7.77,8.36,1280,15.66,16.72,15.54,16.72,640,0.0,1.0
BTX,2017-02-01 00:00:00+00:00,7.51,7.92,7.501,7.57,10491,15.02,15.84,15.002,15.14,5245,0.0,1.0
BTX,2017-02-02 00:00:00+00:00,7.71,7.71,7.71,7.71,182,15.42,15.42,15.42,15.42,91,0.0,1.0
BTX,2017-02-03 00:00:00+00:00,7.71,7.71,7.664,7.664,918,15.42,15.42,15.328,15.328,459,0.0,1.0
BTX,2017-02-06 00:00:00+00:00,7.95,8.18,7.74,7.83,1850,15.9,16.36,15.48,15.66,925,0.0,1.0
BTX,2017-02-07 00:00:00+00:00,8.2395,8.5,8.2395,8.49,1456,16.479,17.0,16.479,16.98,728,0.0,1.0
BTX,2017-02-08 00:00:00+00:00,7.613,8.0,7.61,8.0,2263,15.226,16.0,15.22,16.0,1131,0.0,1.0
BTX,2017-02-09 00:00:00+00:00,7.33,7.7,7.3,7.7,5356,14.66,15.4,14.6,15.4,2678,0.0,1.0
BTX,2017-02-10 00:00:00+00:00,6.55,7.1,5.61,7.1,135,13.1,14.2,11.22,14.2,67,0.0,1.0
BTX,2017-02-13 00:00:00+00:00,6.75,6.89,6.5096,6.51,1358,13.5,13.78,13.0192,13.02,679,0.0,1.0
BTX,2017-02-14 00:00:00+00:00,6.3,6.6901,6.25,6.6901,6032,12.6,13.3802,12.5,13.3802,3016,0.0,1.0
BTX,2017-02-15 00:00:00+00:00,6.0,6.23,5.75,6.02,31203,12.0,12.46,11.5,12.04,15601,0.0,1.0
BTX,2017-02-16 00:00:00+00:00,5.77,5.86,5.72,5.86,2493,11.54,11.72,11.44,11.72,1246,0.0,1.0
BTX,2017-02-17 00:00:00+00:00,5.55,5.7885,5.55,5.776,5317,11.1,11.577,11.1,11.552,2658,0.0,1.0
BTX,2017-02-21 00:00:00+00:00,5.42,5.72,5.42,5.55,16140,10.84,11.44,10.84,11.1,8070,0.0,1.0
BTX,2017-02-22 00:00:00+00:00,5.42,5.6903,5.42,5.69,4085,10.84,11.3806,10.84,11.38,2042,0.0,1.0
