symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
UBER,2019-11-14 00:00:00+00:00,25.99,26.86,25.665,26.8,28001419,25.99,26.86,25.665,26.8,28001419,0.0,1.0
UBER,2019-11-15 00:00:00+00:00,26.79,26.8,25.955,26.18,41368595,26.79,26.8,25.955,26.18,41368595,0.0,1.0
UBER,2019-11-18 00:00:00+00:00,26.75,27.0,26.3,26.8,37295414,26.75,27.0,26.3,26.8,37295414,0.0,1.0
UBER,2019-11-19 00:00:00+00:00,27.05,27.22,26.61,26.77,34097549,27.05,27.22,26.61,26.77,34097549,0.0,1.0
UBER,2019-11-20 00:00:00+00:00,28.03,28.4,26.945,27.06,54015857,28.03,28.4,26.945,27.06,54015857,0.0,1.0
UBER,2019-11-21 00:00:00+00:00,29.46,29.6,28.5,28.67,54604950,29.46,29.6,28.5,28.67,54604950,0.0,1.0
UBER,2019-11-22 00:00:00+00:00,29.56,30.13,29.21,29.84,44372625,29.56,30.13,29.21,29.84,44372625,0.0,1.0
UBER,2019-11-25 00:00:00+00:00,29.11,29.6,28.38,28.69,37476153,29.11,29.6,28.38,28.69,37476153,0.0,1.0
UBER,2019-11-26 00:00:00+00:00,29.53,30.15,29.36,29.49,29625401,29.53,30.15,29.36,29.49,29625401,0.0,1.0
UBER,2019-11-27 00:00:00+00:00,29.49,29.59,28.88,29.42,22421386,29.49,29.59,28.88,29.42,22421386,0.0,1.0
UBER,2019-11-29 00:00:00+00:00,29.6,29.85,29.25,29.41,8115145,29.6,29.85,29.25,29.41,8115145,0.0,1.0
UBER,2019-12-02 00:00:00+00:00,28.98,29.525,28.7,29.32,17410719,28.98,29.525,28.7,29.32,17410719,0.0,1.0
UBER,2019-12-03 00:00:00+00:00,29.02,29.33,28.15,28.2,25386704,29.02,29.33,28.15,28.2,25386704,0.0,1.0
UBER,2019-12-04 00:00:00+00:00,29.06,29.2,28.7,29.1,22523220,29.06,29.2,28.7,29.1,22523220,0.0,1.0
UBER,2019-12-05 00:00:00+00:00,28.65,28.99,28.18,28.94,22502931,28.65,28.99,28.18,28.94,22502931,0.0,1.0
UBER,2019-12-06 00:00:00+00:00,27.86,28.925,27.8001,28.4,33130395,27.86,28.925,27.8001,28.4,33130395,0.0,1.0
UBER,2019-12-09 00:00:00+00:00,27.68,28.36,27.68,27.96,20977226,27.68,28.36,27.68,27.96,20977226,0.0,1.0
UBER,2019-12-10 00:00:00+00:00,27.89,27.993,27.605,27.73,23602339,27.89,27.993,27.605,27.73,23602339,0.0,1.0
UBER,2019-12-11 00:00:00+00:00,28.42,28.545,27.8497,27.99,23234481,28.42,28.545,27.8497,27.99,23234481,0.0,1.0
UBER,2019-12-12 00:00:00+00:00,28.69,28.75,28.19,28.29,23569671,28.69,28.75,28.19,28.29,23569671,0.0,1.0
UBER,2019-12-13 00:00:00+00:00,28.49,28.84,28.27,28.58,25431469,28.49,28.84,28.27,28.58,25431469,0.0,1.0
UBER,2019-12-16 00:00:00+00:00,30.05,30.13,29.1,29.11,57368662,30.05,30.13,29.1,29.11,57368662,0.0,1.0
UBER,2019-12-17 00:00:00+00:00,29.75,30.42,29.53,30.37,38247979,29.75,30.42,29.53,30.37,38247979,0.0,1.0
UBER,2019-12-18 00:00:00+00:00,30.13,30.14,29.34,29.62,35374338,30.13,30.14,29.34,29.62,35374338,0.0,1.0
UBER,2019-12-19 00:00:00+00:00,29.99,30.17,29.5301,29.84,33799359,29.99,30.17,29.5301,29.84,33799359,0.0,1.0
UBER,2019-12-20 00:00:00+00:00,30.45,31.03,29.85,30.1,95454828,30.45,31.03,29.85,30.1,95454828,0.0,1.0
UBER,2019-12-23 00:00:00+00:00,30.33,30.94,29.83,30.49,31208559,30.33,30.94,29.83,30.49,31208559,0.0,1.0
UBER,2019-12-24 00:00:00+00:00,30.44,30.84,30.11,30.33,12938593,30.44,30.84,30.11,30.33,12938593,0.0,1.0
UBER,2019-12-26 00:00:00+00:00,30.67,30.79,30.03,30.47,22199840,30.67,30.79,30.03,30.47,22199840,0.0,1.0
UBER,2019-12-27 00:00:00+00:00,30.17,31.06,30.17,30.8,18461904,30.17,31.06,30.17,30.8,18461904,0.0,1.0
UBER,2019-12-30 00:00:00+00:00,29.74,30.2,29.35,30.13,18806151,29.74,30.2,29.35,30.13,18806151,0.0,1.0
UBER,2019-12-31 00:00:00+00:00,29.74,29.95,28.9,29.11,16228113,29.74,29.95,28.9,29.11,16228113,0.0,1.0
UBER,2020-01-02 00:00:00+00:00,30.99,31.0,29.79,29.94,20577141,30.99,31.0,29.79,29.94,20577141,0.0,1.0
UBER,2020-01-03 00:00:00+00:00,31.37,31.43,30.48,30.62,18822047,31.37,31.43,30.48,30.62,18822047,0.0,1.0
UBER,2020-01-06 00:00:00+00:00,31.58,32.06,31.0,31.01,21203179,31.58,32.06,31.0,31.01,21203179,0.0,1.0
UBER,2020-01-07 00:00:00+00:00,32.81,32.84,31.36,31.79,30125807,32.81,32.84,31.36,31.79,30125807,0.0,1.0
UBER,2020-01-08 00:00:00+00:00,33.93,34.52,32.46,32.73,43944447,33.93,34.52,32.46,32.73,43944447,0.0,1.0
UBER,2020-01-09 00:00:00+00:00,33.97,34.47,33.22,34.45,29385462,33.97,34.47,33.22,34.45,29385462,0.0,1.0
UBER,2020-01-10 00:00:00+00:00,34.01,34.99,33.835,34.08,34266147,34.01,34.99,33.835,34.08,34266147,0.0,1.0
UBER,2020-01-13 00:00:00+00:00,34.14,34.34,33.55,34.29,16915147,34.14,34.34,33.55,34.29,16915147,0.0,1.0
UBER,2020-01-14 00:00:00+00:00,34.84,35.02,33.92,34.2,26018863,34.84,35.02,33.92,34.2,26018863,0.0,1.0
UBER,2020-01-15 00:00:00+00:00,35.01,35.1493,34.51,34.9,20746402,35.01,35.1493,34.51,34.9,20746402,0.0,1.0
UBER,2020-01-16 00:00:00+00:00,34.68,35.06,34.18,35.03,21952988,34.68,35.06,34.18,35.03,21952988,0.0,1.0
UBER,2020-01-17 00:00:00+00:00,35.13,35.25,34.65,34.97,16917931,35.13,35.25,34.65,34.97,16917931,0.0,1.0
UBER,2020-01-21 00:00:00+00:00,37.6,37.8,35.41,35.5,48679743,37.6,37.8,35.41,35.5,48679743,0.0,1.0
UBER,2020-01-22 00:00:00+00:00,37.04,37.94,36.92,37.94,29751282,37.04,37.94,36.92,37.94,29751282,0.0,1.0
UBER,2020-01-23 00:00:00+00:00,37.4,37.95,36.725,36.97,21350139,37.4,37.95,36.725,36.97,21350139,0.0,1.0
UBER,2020-01-24 00:00:00+00:00,36.8,37.665,36.25,37.5,21590367,36.8,37.665,36.25,37.5,21590367,0.0,1.0
UBER,2020-01-27 00:00:00+00:00,36.3,36.65,34.19,35.23,18809777,36.3,36.65,34.19,35.23,18809777,0.0,1.0
UBER,2020-01-28 00:00:00+00:00,37.01,37.33,36.04,37.14,28956988,37.01,37.33,36.04,37.14,28956988,0.0,1.0
UBER,2020-01-29 00:00:00+00:00,36.99,37.565,36.8,36.98,16862482,36.99,37.565,36.8,36.98,16862482,0.0,1.0
UBER,2020-01-30 00:00:00+00:00,36.68,37.1319,35.95,36.82,22819624,36.68,37.1319,35.95,36.82,22819624,0.0,1.0
UBER,2020-01-31 00:00:00+00:00,36.29,37.04,35.69,37.0,21542533,36.29,37.04,35.69,37.0,21542533,0.0,1.0
UBER,2020-02-03 00:00:00+00:00,37.59,37.64,36.53,36.75,23508013,37.59,37.64,36.53,36.75,23508013,0.0,1.0
UBER,2020-02-04 00:00:00+00:00,38.53,38.99,37.26,37.87,32395798,38.53,38.99,37.26,37.87,32395798,0.0,1.0
UBER,2020-02-05 00:00:00+00:00,36.81,38.97,36.735,38.89,38376359,36.81,38.97,36.735,38.89,38376359,0.0,1.0
UBER,2020-02-06 00:00:00+00:00,37.09,37.39,36.73,37.3,51692672,37.09,37.39,36.73,37.3,51692672,0.0,1.0
UBER,2020-02-07 00:00:00+00:00,40.63,41.0,38.86,39.98,112227151,40.63,41.0,38.86,39.98,112227151,0.0,1.0
